zone_id,cx,cy,cz,gp1,gp2,gp3,gp4,gp5,gp6,gp7,gp8
72887,162.285131892,-791.774183222,411.39985625,29790,22434,21019,24864,,,,
72888,209.170258006,-814.680666446,472.412804263,21596,13111,21597,30567,,,,
72889,197.064822237,-825.037538945,451.72027149,26085,24790,21596,26090,,,,
72890,217.970818354,-844.472204809,467.977576073,21596,21492,13008,21491,,,,
72891,260.743874618,-837.991155242,439.237644212,21493,12708,12576,12690,,,,
72892,178.510415182,-844.234758065,475.395477186,24790,30567,20822,20824,,,,
72893,190.374369343,-804.188225912,503.853442894,30616,13285,13465,13286,,,,
72894,177.615222205,-881.35823016,491.772576976,20824,13407,13399,13548,,,,
72895,177.13674132,-848.807234565,441.662961037,24790,24727,20652,27672,,,,
72896,1526.37061816,-273.977853757,580.873643925,20791,2432,2535,2317,,,,
72897,1518.84996925,-272.101014769,575.023665696,2535,20958,2432,20791,,,,
72898,1516.47540696,-266.531740552,578.142151238,20958,2535,2432,2534,,,,
72899,1525.1069096,-281.831369382,584.439250877,20791,2317,2535,2489,,,,
72900,1811.31697859,-1602.7534373,507.980555022,29605,29619,549,524,,,,
72901,1515.53085613,-287.349830566,581.138883266,20959,2535,2489,20791,,,,
72902,824.777885262,-177.924097364,557.660768594,29751,8149,8066,22523,,,,
72903,852.244052305,-174.834986857,564.295588518,7998,21545,7922,21716,,,,
72904,861.069288952,-163.438328503,567.279344676,21716,21545,7823,21544,,,,
72905,872.400249423,-176.375536998,566.521701785,21716,7823,7824,21644,,,,
72906,835.164127463,-210.311070938,496.792960532,26113,25296,21834,21886,,,,
72907,855.23568701,-148.311887823,573.345233733,21545,7891,21544,21438,,,,
72908,878.83404736,-173.591673383,546.853092531,25210,21717,21644,21716,,,,
72909,819.021416827,-182.493361971,547.705610389,29751,21775,8149,22523,,,,
72910,839.114854939,-228.331638643,484.269508697,25296,27121,21834,21867,,,,
72911,6.91677083183,-15.9683212878,545.385857573,14291,22516,14277,14238,,,,
72912,17.0924978242,-44.1341459038,534.263225289,21567,22516,30096,14302,,,,
72913,54.0836015987,-17.4304818581,538.927403337,14015,21647,14002,30096,,,,
72914,58.8834945533,-39.4372686322,541.149614519,21647,14074,21837,13955,,,,
72915,50.187164199,-36.027303064,536.089251268,14074,21647,21837,30096,,,,
72916,34.0693517026,-55.2189754335,527.996909109,30096,21566,21837,21567,,,,
72917,32.5033350148,-50.2770411899,539.745861653,14172,30096,21837,21567,,,,
72918,49.595519776,-8.25557438545,555.164677465,14015,14116,14002,14078,,,,
72919,1582.3943579,-878.511114308,427.313301628,29633,1922,1963,1914,,,,
72920,1614.84122762,-1539.52147167,256.947465938,15165,1608,2020,1677,,,,
72921,1581.59064696,-878.188848683,427.197273796,29633,1952,1963,1922,,,,
72922,1608.73476995,-1564.31634258,255.59002985,15165,1863,2020,1608,,,,
72923,1650.99941483,-1535.11743171,305.902564422,15165,15104,1424,15103,,,,
72924,1681.78243013,-1548.05909133,269.256523232,15235,15171,1243,15165,,,,
72925,1770.1557048,-1549.73343862,387.689591984,22688,15353,15341,15416,,,,
72926,294.249314603,-870.76383213,418.563440117,12360,12248,21373,12391,,,,
72927,270.566960164,-941.412851342,393.246444673,24582,20485,20304,20307,,,,
72928,276.756415854,-935.257291337,402.027331239,24582,20307,21135,20485,,,,
72929,256.511098364,-908.674848785,453.814458822,12757,21131,20818,12701,,,,
72930,269.112183185,-904.092620942,445.497417498,21131,12585,12701,12578,,,,
72931,263.292001121,-872.16108362,422.374489187,21265,21374,12577,21373,,,,
72932,265.099780478,-953.114569639,396.511310225,12739,20304,20485,20307,,,,
72933,339.766697873,-879.803637625,346.527850451,29826,24990,21136,24991,,,,
72934,276.373574492,-950.84289409,436.903038462,20490,12692,12507,29470,,,,
72935,215.525043146,-864.393874042,448.577031491,21492,24727,22478,21372,,,,
72936,258.602775101,-698.508804098,432.266672466,21256,25385,22470,30021,,,,
72937,136.745978017,-976.341547355,529.920264741,20381,13679,20171,20380,,,,
72938,117.653523713,-1043.46829655,454.638037089,25808,19216,24129,24128,,,,
72939,146.947325114,-946.658277114,410.885082195,20314,20087,13636,20492,,,,
72940,203.893345963,-1000.23091091,494.60756736,24678,29844,29739,29650,,,,
72941,189.220422047,-1064.8044432,514.395796417,19218,19219,13443,13296,,,,
72942,184.818821874,-1036.90224053,533.037406079,19473,19474,13383,19946,,,,
72943,257.0954469,-1048.32492218,477.85144301,25809,20158,22403,24130,,,,
72944,201.92808028,-804.188225912,496.693164573,13286,13111,30616,13285,,,,
72945,229.677973457,-769.0651583,457.770195297,22510,21674,21282,12966,,,,
72946,1332.95202043,-221.787903934,587.83762752,21579,4300,4134,21570,,,,
72947,1339.49677775,-216.857020924,581.966794366,21579,21570,4134,21568,,,,
72948,1351.92143514,-263.332769811,586.425956544,21414,4110,3919,4109,,,,
72949,1351.92143514,-252.893316686,589.526420411,21414,4109,3918,4108,,,,
72950,1339.40581014,-263.332769811,586.278892335,21414,4302,4110,4109,,,,
72951,1372.70994909,-62.5769867078,493.260261924,25866,24383,19808,25904,,,,
72952,1630.15337028,-1443.11467343,437.349750889,15005,14968,1556,14964,,,,
72953,1623.76251613,-1442.01894644,425.418302224,15005,1556,1720,14964,,,,
72954,1689.42085941,-1535.55307435,429.050759455,28114,22669,25407,27183,,,,
72955,1649.82935469,-1472.04181711,474.539239281,27075,29930,30168,25391,,,,
72956,1633.41796854,-1450.52182432,409.53036443,15005,15000,1720,1455,,,,
72957,1664.37580844,-1452.47269422,472.963405788,27075,29649,25391,22573,,,,
72958,1655.0401174,-1482.87361793,477.331527308,27075,14884,30168,29930,,,,
72959,1650.62511047,-1536.34106811,496.094923679,14907,14906,1374,14883,,,,
72960,1101.253921,-1572.0960589,7.06324232848,15731,5901,5784,6105,,,,
72961,1112.15986778,-1566.95101675,13.2665478759,15818,5901,5784,15731,,,,
72962,1134.74937199,-1541.41831164,14.1806342484,15818,15819,5630,5720,,,,
72963,1089.05144674,-1561.9381289,7.06324232848,15731,5901,6105,6184,,,,
72964,1098.98299932,-1588.14226824,7.06324232848,15731,6105,5784,5968,,,,
72965,1213.31493395,-1554.46516586,51.5960265134,15498,15733,15500,30563,,,,
72966,1136.76438449,-1568.58354581,6.20330554741,15818,5488,5784,5630,,,,
72967,955.580271661,-636.346572263,236.572468872,19243,18991,18982,7339,,,,
72968,954.046855587,-597.376559406,187.294812166,30243,24039,24147,24038,,,,
72969,1026.27685446,-430.501878662,382.901196388,30249,29879,20580,24696,,,,
72970,1005.23050919,-561.788510039,309.120590462,30216,30010,24362,27105,,,,
72971,999.732978889,-619.1956593,296.456440223,19245,19495,6960,6802,,,,
72972,984.904270954,-620.766770524,288.905800587,6960,19245,7024,19493,,,,
72973,1177.24878909,-1344.35420905,290.50483649,15907,5351,5325,5548,,,,
72974,1198.00493069,-1373.55092093,236.511930492,15914,5121,5393,5145,,,,
72975,1214.61887503,-1375.6781488,235.696313073,15914,5145,4904,5121,,,,
72976,1221.63169328,-1364.2376908,241.099566899,15914,5121,4904,15834,,,,
72977,1192.71409606,-1346.22239338,290.214122347,15907,5325,5351,5101,,,,
72978,1279.47822016,-1209.62794307,264.41465066,28419,28723,26352,27236,,,,
72979,1670.71430353,-545.461149463,546.937644049,18800,1159,1341,18573,,,,
72980,344.964347978,-391.107128974,442.153777489,29340,28915,28677,29044,,,,
72981,1662.10015906,-532.016039626,553.69518834,18800,1411,1341,1227,,,,
72982,1654.24917036,-605.658870464,525.787146477,23791,18351,18353,18132,,,,
72983,1658.01685382,-567.08256028,554.951748896,18571,1244,1341,1486,,,,
72984,1652.89900986,-518.634552554,549.548695962,19041,1312,1411,18800,,,,
72985,1779.23974475,-446.86412057,492.795667517,23582,17790,17602,17603,,,,
72986,1665.29259365,-562.93186604,547.346048039,18573,1244,1341,18571,,,,
72987,1620.88571727,-467.399254347,555.896157403,19772,1664,1613,19588,,,,
72988,1626.34026252,-475.840372724,551.20135597,19772,1613,19293,19588,,,,
72989,386.820745095,-1357.2250578,281.23826337,22201,17121,11308,17279,,,,
72990,371.72245335,-1533.88821373,54.490325435,17272,11756,17115,17261,,,,
72991,302.451423397,-1511.63373056,43.8275335692,17272,12365,17426,17444,,,,
72992,325.438618908,-1530.78409192,27.8232119273,17272,12365,11756,17426,,,,
72993,304.113302339,-1423.4899646,44.8754475578,17444,11933,12316,12484,,,,
72994,329.148519323,-1477.53244356,16.5358774127,17272,12365,12316,11736,,,,
72995,305.590162358,-1478.18610411,32.5401990546,17272,12316,12365,17444,,,,
72996,331.496406978,-1425.32448272,544.770592332,24348,24445,19725,19729,,,,
72997,210.864095381,-1355.81690007,583.578041612,30646,13266,13044,13203,,,,
72998,170.670479026,-1438.29800337,515.506503939,24685,25952,20559,20394,,,,
72999,214.798718595,-1369.11963779,583.263484932,30646,13266,13079,13044,,,,
73000,346.359279363,-1245.73021559,386.104683424,18022,11982,11666,17832,,,,
73001,359.512523791,-1241.6664014,405.203230753,18022,17840,11666,11820,,,,
73002,229.457510705,-1352.55221072,557.300873125,20555,24743,30646,20692,,,,
73003,303.943497897,-1409.21312416,548.350339544,24534,19960,19957,24445,,,,
73004,421.170574577,-1240.07343353,389.218320638,17825,11425,11369,17634,,,,
73005,407.199876592,-1139.00659473,393.583472074,27100,30699,23748,24098,,,,
73006,412.377033707,-1162.18303448,351.259012571,27100,25763,25694,25800,,,,
73007,277.442178409,-1185.98721722,223.599875801,25799,18640,17640,17644,,,,
73008,431.745640423,-1125.4389881,290.865170544,18642,11016,11316,11128,,,,
73009,406.112213497,-1218.52360006,320.479607743,23906,17647,17455,23596,,,,
73010,420.594673016,-1172.68611696,228.65389352,18185,10977,11332,18414,,,,
73011,434.356144062,-1201.94548318,309.301701525,23906,18415,23596,23517,,,,
73012,1072.71877513,-796.342698112,31.4341916873,17362,5979,6547,17554,,,,
73013,1045.61634794,-726.385317732,71.9813823313,25670,17554,17588,17394,,,,
73014,1139.99741979,-847.775323588,131.9207859,17679,5779,5446,5756,,,,
73015,1149.10895859,-828.509435554,140.377303954,17679,5756,5446,17737,,,,
73016,1082.78314397,-813.572817704,13.6961292942,17362,5996,6547,5979,,,,
73017,1055.9948819,-775.209344972,17.7380623931,17554,5979,6547,6488,,,,
73018,1130.27875876,-1335.16023351,297.140795398,5722,15993,5548,5795,,,,
73019,1111.63268878,-1319.60209107,307.667813258,15993,5955,5722,16015,,,,
73020,1137.76297897,-1296.30168371,369.122102541,5604,5556,29967,5696,,,,
73021,1122.71588225,-1253.06504385,345.347412278,5625,22125,5702,5881,,,,
73022,1162.67771577,-1335.14090708,306.331550538,15910,5548,5325,5508,,,,
73023,1144.21184664,-1325.26678557,288.089384712,15993,5548,15992,15910,,,,
73024,1139.96189578,-1327.05609088,300.224470608,15993,5722,5548,15910,,,,
73025,1041.10594021,-1008.83059322,203.089779698,30112,6650,6501,6274,,,,
73026,1019.49967243,-984.728780399,180.865883269,17682,29929,30112,17875,,,,
73027,1009.83202832,-1020.31492602,135.698834356,17494,6850,17307,29929,,,,
73028,1015.6631252,-969.224284944,190.99091302,17682,17875,30112,17868,,,,
73029,1806.93758073,-343.724565776,415.204021469,17783,127,119,114,,,,
73030,1805.57124441,-324.303164875,447.326198461,17784,113,123,114,,,,
73031,586.22782232,-614.932197327,285.786776346,20665,19897,20120,20108,,,,
73032,563.975556178,-637.652554411,234.328316476,20104,10135,9981,19880,,,,
73033,1153.35751804,-946.714619575,26.5211993057,17191,5348,5675,5618,,,,
73034,1160.61646472,-946.838764257,43.5322827452,17191,5419,5675,5348,,,,
73035,1146.79044761,-930.930568845,54.011470378,17191,5419,5739,5675,,,,
73036,1131.34954569,-930.259718554,18.3267683517,17191,5675,5993,5618,,,,
73037,1123.7380938,-896.056063545,20.7731250012,17361,17191,5993,5614,,,,
73038,1133.56777924,-911.393621067,9.32990935513,17191,5618,5993,5614,,,,
73039,1116.63721659,-927.554288425,28.1985353448,17191,6073,5993,5675,,,,
73040,1124.81917184,-928.100994036,46.8721539316,17191,5675,5739,6073,,,,
73041,1108.86196413,-908.470660359,30.6448919943,17361,6073,5993,17191,,,,
73042,1588.91835414,-533.967115994,521.870952131,24165,22308,19037,24164,,,,
73043,1703.58241541,-579.756845443,546.520387464,18352,1052,991,1092,,,,
73044,1607.55862101,-578.497937489,555.824628193,18574,1740,1842,1741,,,,
73045,1682.57542121,-570.070868364,546.341041801,18352,18573,1244,1092,,,,
73046,1671.92146798,-571.406555831,541.232833516,18352,18571,1244,18573,,,,
73047,1804.67288778,-565.317847009,419.388464804,17238,186,190,199,,,,
73048,1533.68864856,-526.177102839,505.436797533,25842,19047,19296,25843,,,,
73049,1119.70593462,-1086.94402499,97.0387774105,17143,5874,5716,16987,,,,
73050,1116.66550729,-1206.97848952,340.590753476,16239,5721,5787,5926,,,,
73051,1180.17178457,-1225.65395775,319.746795377,22913,15913,15997,15999,,,,
73052,1029.1485388,-1124.93166003,318.558521601,29724,16822,16995,16996,,,,
73053,1144.6523588,-1115.24006457,312.90873759,23032,16390,16235,16236,,,,
73054,1074.52540421,-1134.42456114,318.93992747,23149,16668,16543,16540,,,,
73055,1090.93342505,-1089.91668544,63.9244805328,17142,6011,6224,5874,,,,
73056,1113.99652488,-1160.48762752,80.6909214594,23271,23199,23198,23339,,,,
73057,1069.01099282,-1209.5201134,8.20080211881,6000,6362,16812,6198,,,,
73058,1218.76984668,-602.826273861,421.427907273,19989,5009,5089,5090,,,,
73059,1261.6054004,-571.56977219,425.630515984,20216,20214,4812,19986,,,,
73060,1269.95856312,-571.382776844,413.292109191,24547,19986,20214,20216,,,,
73061,1175.45764798,-583.628513154,411.817783319,19991,29693,5383,5427,,,,
73062,146.572544108,-856.537498918,438.525596475,27672,20493,20652,20651,,,,
73063,1199.94499854,-580.590608468,415.769618553,29693,5180,20217,20218,,,,
73064,1200.26814378,-611.042630787,395.17796704,5221,22370,19985,19988,,,,
73065,1210.34443301,-663.655088651,349.096343667,19026,5185,18783,19024,,,,
73066,1227.42900584,-1595.55570907,501.740279231,29867,4983,4968,15379,,,,
73067,1190.00403086,-1571.57310219,487.449728072,22738,15585,29867,30695,,,,
73068,1227.82883763,-1584.30003319,499.433122453,25439,15379,4983,29867,,,,
73069,1100.41237866,-1581.25781905,491.823699171,15838,15663,15664,30575,,,,
73070,1145.39625458,-1601.28540417,515.018151813,15510,5503,5622,5729,,,,
73071,1103.73581056,-1567.79872573,439.961348477,29533,15720,15798,22790,,,,
73072,1164.87336148,-1600.79510013,483.444338911,5401,5500,15510,15585,,,,
73073,1104.78414233,-1599.73520462,479.885439702,5836,15838,30575,5957,,,,
73074,1171.69628144,-1587.601058,463.512075634,22096,5500,15557,15585,,,,
73075,428.050715126,-830.404442373,340.184650367,11364,11167,20628,11269,,,,
73076,431.313616333,-846.876909005,319.711083664,20628,11272,11093,11317,,,,
73077,412.0767808,-807.077866664,298.908472332,20466,20461,11344,20460,,,,
73078,466.54424721,-848.188038679,309.734924222,20468,20470,10870,20284,,,,
73079,529.853200918,-844.176561833,297.676674684,29775,30545,20678,29564,,,,
73080,498.024144023,-850.611156209,286.510868228,29775,29564,20284,20064,,,,
73081,438.432799873,-1236.53682008,529.764905757,18218,19197,11158,18930,,,,
73082,393.152747886,-1178.0438014,526.510734807,30135,11532,11592,11388,,,,
73083,454.436294346,-1245.35996918,498.012566882,18013,18006,10875,18218,,,,
73084,453.871318154,-1263.45790938,509.641136515,18218,18006,25692,29834,,,,
73085,418.913035819,-1197.82082888,526.255111758,11411,11183,30005,11331,,,,
73086,414.869191435,-1264.85452451,532.025475401,29834,19454,11341,19197,,,,
73087,456.798273896,-1227.59042599,539.903367439,18930,10853,10901,11158,,,,
73088,452.762739443,-1233.12660039,534.139711855,10853,18218,11158,18930,,,,
73089,760.906384008,-278.826964133,411.433341871,26107,21735,21678,25215,,,,
73090,839.312984532,-19.1266967133,319.729598034,22360,7945,8200,19783,,,,
73091,750.597392515,-14.9407424655,238.462049753,19549,8971,8447,8694,,,,
73092,770.753184079,-15.6066283567,171.542518685,8189,8451,19548,8694,,,,
73093,855.168268112,-173.329334133,207.58778142,26724,26650,26651,24276,,,,
73094,790.021387211,-32.7407446271,158.040336412,8451,8189,19548,19305,,,,
73095,705.126095057,-12.9578576946,220.963978522,19781,9257,8971,8694,,,,
73096,741.330301024,-15.6066283567,122.475461211,19548,8451,8716,9004,,,,
73097,298.083910586,-792.670615628,404.880575049,21020,12477,12330,12244,,,,
73098,305.695433049,-787.09376904,401.163891586,12244,12099,21020,12477,,,,
73099,304.253736888,-800.113850892,410.875980496,12245,12244,21020,12330,,,,
73100,304.253736888,-809.545491517,408.149631619,12245,21020,12246,12330,,,,
73101,308.876783763,-809.545491517,404.988559842,21020,12245,12246,12181,,,,
73102,297.190373032,-827.528529404,405.129427275,21020,21358,12246,12415,,,,
73103,286.183607006,-829.392263647,405.983618641,21020,21476,21358,12415,,,,
73104,227.421107741,-698.799529949,474.53050318,13050,29769,12887,13127,,,,
73105,204.160940494,-696.622472994,482.339354675,21370,13127,13205,13360,,,,
73106,226.794684569,-707.378777148,463.245416055,29769,13127,13065,12887,,,,
73107,216.872106865,-691.862232935,477.868946782,13127,13050,29769,21370,,,,
73108,209.05485081,-681.887812525,510.067125453,21617,13170,13160,13169,,,,
73109,1480.69449257,-1345.39273077,457.915329504,29689,22582,14953,15006,,,,
73110,1509.70471928,-1306.47975037,470.841401548,2595,14934,2697,14969,,,,
73111,1518.25434403,-1292.29593552,473.327321382,14969,2561,2556,2486,,,,
73112,1527.85576648,-1290.46535284,472.675850666,14969,2561,22058,2333,,,,
73113,1514.37195104,-1294.91675576,472.055764991,14969,2556,2561,2595,,,,
73114,1519.94827412,-1293.92406117,478.541421758,14969,2486,2556,2503,,,,
73115,1523.0115942,-1309.97152735,435.206935877,15106,2531,2514,2313,,,,
73116,381.240534318,-884.402899514,19.0022194098,22332,11767,11704,11413,,,,
73117,427.638122425,-950.525478331,25.8143507164,19355,11202,11206,11162,,,,
73118,421.54596539,-959.232433365,35.9789488154,19355,11415,11202,11162,,,,
73119,416.042814588,-946.99378542,7.66555742849,19355,11487,11206,11278,,,,
73120,409.950657553,-955.700740455,17.8301555275,19355,11415,11487,11278,,,,
73121,424.374724352,-953.944807192,13.0505389061,19355,11278,11206,11202,,,,
73122,418.282567317,-962.651762227,23.2151370051,19355,11415,11278,11202,,,,
73123,870.543436744,-1286.78423138,348.226846759,17006,7755,17162,17160,,,,
73124,868.940785515,-1294.97502911,359.423394107,23257,17162,17160,17006,,,,
73125,887.827334572,-1292.71283502,333.837046843,17006,7572,17008,7755,,,,
73126,868.138884042,-1286.88543699,431.311582586,17345,7765,7867,17169,,,,
73127,861.91320116,-1265.08782031,383.220099771,17342,7890,17014,23478,,,,
73128,885.216748204,-1324.44475007,412.190288908,23317,16940,16965,16943,,,,
73129,875.015987723,-1260.4578293,371.127831174,17014,7746,7890,7773,,,,
73130,852.357475908,-1258.9739264,394.672101531,22206,23478,7954,17342,,,,
73131,552.037824949,-968.439571409,250.155924921,25868,19365,19432,24231,,,,
73132,684.211159778,-959.863425628,253.314914724,18912,9217,9106,9017,,,,
73133,683.204121769,-970.168677578,248.25689052,18912,18668,9217,9017,,,,
73134,743.615555037,-1023.26042881,222.432555632,23830,29727,18303,18205,,,,
73135,693.154680883,-977.223059369,252.404724527,18912,18668,9017,18671,,,,
73136,696.639465773,-973.572201868,263.279827346,18912,9017,18915,18671,,,,
73137,634.534220527,-924.403715819,297.444103104,19435,9420,9633,9505,,,,
73138,1442.29067899,-1113.27839382,284.74140829,26355,26338,22828,26343,,,,
73139,1396.2532465,-1327.83564168,324.179760671,22089,15386,3708,15388,,,,
73140,1358.16941851,-1295.22883225,352.874333642,30000,15467,15456,15581,,,,
73141,1346.81807409,-1315.37401659,379.984157621,4249,30000,4055,4088,,,,
73142,470.739309399,-1047.35485705,430.806226048,29626,10847,19393,10885,,,,
73143,1373.62608871,-1285.41046617,375.830904062,15467,15329,3882,3999,,,,
73144,1379.64366684,-1281.59405992,375.343538339,15467,3801,3882,15329,,,,
73145,293.949907722,-715.535572216,423.727453117,22471,12366,12342,21613,,,,
73146,283.415531101,-719.551531673,428.136696746,12464,21507,12528,12476,,,,
73147,239.314801945,-690.727559791,405.537357479,12942,21129,30021,13038,,,,
73148,264.440777757,-706.039827069,445.543825162,25385,12617,22512,22470,,,,
73149,494.07025144,-1577.18358739,209.977027461,16970,16792,10644,16787,,,,
73150,498.559305702,-1603.51594157,242.623374426,16792,10644,10319,10794,,,,
73151,518.693296599,-1558.9123298,223.483410017,23185,16787,16642,16792,,,,
73152,368.898214859,-1544.03609018,277.322599046,17296,23393,23386,23465,,,,
73153,440.125900745,-1553.02172109,200.078555724,23329,16970,17127,17102,,,,
73154,331.50097577,-1563.43058144,355.625374253,23466,17474,17666,23614,,,,
73155,450.819117389,-1590.38470534,208.781091857,11087,17127,11046,16970,,,,
73156,477.401567469,-1590.11099119,220.580734325,16970,11046,10644,16792,,,,
73157,435.612125934,-1603.78965571,213.308180289,17127,11087,11046,11379,,,,
73158,151.35116072,-1466.8421496,526.031195506,20396,13599,13629,20394,,,,
73159,157.174302008,-1456.3337944,477.773040123,26839,24685,24620,24617,,,,
73160,149.348027806,-1591.21825711,423.652026954,18447,13532,18929,18684,,,,
73161,277.207136915,-1278.88706474,530.771793861,30164,24603,29655,24431,,,,
73162,113.051969217,-1402.50920279,366.461384119,27582,24335,26736,27534,,,,
73163,89.3624766558,-1574.83983459,463.303549375,24119,19193,18928,19196,,,,
73164,32.9512870862,-963.292790485,227.051952245,19688,14605,14071,14088,,,,
73165,35.2974955473,-929.087591828,173.25149298,19708,19688,14593,19460,,,,
73166,14.441705082,-901.954796528,153.863772683,19708,14585,14593,14573,,,,
73167,41.4494285502,-867.944525294,173.506529243,19930,14573,14016,19708,,,,
73168,28.993794333,-874.049893525,119.842367503,19708,14585,14560,14004,,,,
73169,1290.64027021,-177.955039898,588.081360446,21346,4494,4608,21463,,,,
73170,1301.65455386,-187.459195484,595.199953494,21463,4417,4350,4494,,,,
73171,1312.19244756,-196.924604063,571.652811798,26081,21570,21462,21463,,,,
73172,1305.24885829,-153.091575179,587.107700251,21346,21230,4484,4295,,,,
73173,1300.36229665,-27.848940976,419.410138055,19332,19073,4541,19074,,,,
73174,1219.64359179,-195.879350787,558.363784753,25176,21572,21661,25178,,,,
73175,1279.72534671,-137.76288239,469.35370283,28363,29576,28051,29638,,,,
73176,1333.94866886,-62.9802047235,399.548347382,24074,18829,19074,24073,,,,
73177,1290.2503503,-968.418427259,120.300470171,17022,4588,4343,16848,,,,
73178,1294.04661952,-947.628260256,129.079238599,17022,4343,4588,4482,,,,
73179,1310.34912799,-947.42832702,137.611886301,17022,4343,4482,4135,,,,
73180,1322.26239846,-962.61042187,140.554149688,17022,16844,4343,4135,,,,
73181,1277.59268748,-937.747779942,131.427285857,17022,4588,4826,4482,,,,
73182,1264.95336759,-948.835592861,128.119501015,17022,4826,4588,17175,,,,
73183,11.9473182416,-1346.94276547,325.505526462,18938,14756,14741,14755,,,,
73184,21.1246682268,-1341.26326571,343.515773209,18938,14741,14756,19202,,,,
73185,32.7233429244,-1355.45517765,338.618292007,19199,18938,14756,19202,,,,
73186,218.040061951,-1267.74412043,293.833701434,17645,13218,17837,17643,,,,
73187,21.4147832512,-1386.31945337,339.832230307,19199,14756,14767,19457,,,,
73188,187.284918276,-1277.75377242,262.779603319,17645,17838,13218,17829,,,,
73189,13.7896611737,-1313.88641034,259.13640012,18693,14748,14736,14728,,,,
73190,24.2822420813,-1265.79737226,271.714918275,18692,14715,14728,18936,,,,
73191,37.4012748597,-1307.67265286,293.217419064,18693,14736,18938,18936,,,,
73192,115.703399295,-1257.84695883,264.899850029,18021,17838,13807,18227,,,,
73193,1335.19583396,-1053.41267264,322.413874131,16146,4194,4213,16145,,,,
73194,1300.64807591,-1079.41351296,328.355766664,16144,4373,4422,4552,,,,
73195,1285.08291212,-1087.03118208,317.343353835,16282,4552,16143,16144,,,,
73196,1295.57465998,-1089.32901534,323.314873176,16144,4373,4552,16143,,,,
73197,1291.8290935,-1072.68859903,328.092543042,16144,4422,4598,4552,,,,
73198,1283.74505149,-1069.59625397,315.880861152,16282,16283,4598,16144,,,,
73199,1292.13525726,-1065.6214738,321.662528776,16144,4598,4422,16283,,,,
73200,1299.47337949,-1425.59515705,458.778479222,15150,15088,4540,15090,,,,
73201,1300.64915878,-1448.26093376,472.725715525,14994,15150,22608,15095,,,,
73202,1301.05421512,-1431.05515068,484.402550889,15090,14994,4480,15095,,,,
73203,1317.03738965,-1423.90211626,483.557206349,15090,14994,14993,4334,,,,
73204,1173.07529097,-584.992217538,404.833424831,19763,5427,29693,19991,,,,
73205,1164.10592423,-598.809993446,402.783631624,19763,5522,5468,5427,,,,
73206,1161.07174454,-595.950618446,402.832215608,19763,5554,5522,5427,,,,
73207,1139.17678823,-574.174548498,386.511068233,24458,19765,20220,19764,,,,
73208,1045.80683662,-549.71398819,357.906103233,30643,19996,29852,24269,,,,
73209,1134.12005176,-610.749199772,348.407623129,24160,19029,19028,19282,,,,
73210,1480.67549297,-563.96939485,464.499339889,24169,24171,19049,24057,,,,
73211,1148.99510166,-573.916962296,384.078039358,24458,24457,19765,19764,,,,
73212,619.064455185,-839.351803531,134.935079764,18893,9617,19112,18861,,,,
73213,695.152423693,-824.778316148,146.737190815,29860,18530,9024,18654,,,,
73214,620.514912986,-839.569197262,148.690311543,18893,9617,9529,19112,,,,
73215,639.717722809,-804.089872512,180.227909469,18896,19155,9484,19154,,,,
73216,627.051903757,-814.914099052,166.100510812,18896,19151,9529,19155,,,,
73217,629.076955383,-822.888618012,156.984738074,18893,19151,9529,18896,,,,
73218,690.870676792,-815.578046458,187.925945749,29860,8981,9246,9079,,,,
73219,654.382481049,-821.289588469,182.240711158,18896,9273,9246,9484,,,,
73220,651.263403144,-808.629999864,187.053134924,18896,9484,9246,19154,,,,
73221,1779.31631399,-40.3447293277,509.186144821,18840,24080,22294,19089,,,,
73222,1778.9489303,-42.191993492,441.40634269,18609,18611,18839,18386,,,,
73223,1777.28203138,-35.1584966793,426.287700803,18609,18386,18839,18385,,,,
73224,1769.0222918,-14.9984739772,438.356385111,18609,847,699,18839,,,,
73225,1791.21574904,-35.4588810872,424.911617559,18609,18385,18,18386,,,,
73226,1062.13329311,-711.803810533,332.600671561,18562,6242,6265,6385,,,,
73227,1081.22359974,-697.007855216,337.429366082,18562,6169,6024,19540,,,,
73228,1063.80907279,-695.2640958,333.931425311,6169,18788,18562,6265,,,,
73229,1058.03172904,-701.04143955,330.724729754,18562,6385,6265,18788,,,,
73230,1372.38948548,-672.679718933,426.92129582,18796,29686,29682,18795,,,,
73231,1361.1302752,-669.432752778,420.321682337,22324,22325,4008,29545,,,,
73232,1365.62926016,-675.420374645,402.112351134,23874,29545,18790,18566,,,,
73233,1376.52364345,-681.889295584,420.698995743,29545,3858,22288,18796,,,,
73234,1364.61802516,-667.202711957,421.632356613,4008,22325,29686,29545,,,,
73235,325.461816984,-1398.28290693,555.822463654,24445,19729,19959,19960,,,,
73236,149.066887361,-1399.42064083,544.953331033,21039,20883,13593,20721,,,,
73237,203.107872681,-1200.80845606,514.568041772,24605,20366,23844,27642,,,,
73238,265.564563632,-1439.5422694,277.778093591,23454,28015,26527,29791,,,,
73239,10.1775746648,-1323.67640079,433.045685022,19705,14733,14746,14747,,,,
73240,121.432208055,-1386.9599657,542.391814743,20884,21031,13711,21039,,,,
73241,182.249024641,-1226.19145761,550.812452287,27642,20693,29753,20538,,,,
73242,259.321361769,-1227.90347223,364.996867189,17835,17834,12658,18025,,,,
73243,1645.86608749,-882.880034146,386.411696909,16741,1342,1443,1564,,,,
