gp_id,x,y,z,ux,uy,uz,u_mag
5635,1140.72335741,-1467.05291422,439.171447802,0.613670436176,2.6021726577,-1.70520494704,3.17105942173
5636,1140.640625,-1469.203125,527.508178711,0.589088616414,2.43588921939,-2.68544237358,3.67317062345
5637,1140.62219659,-996.212785685,255.327907048,0.165735770592,0.877017941266,0.11099620581,0.899415906386
5638,1140.61990342,-1526.85311689,542.379595955,-0.0468684011115,1.71858270724,-3.07435951136,3.52241530398
5639,1139.92254757,-1613.6171875,80.3441689673,0.0118838979472,0.0,-0.0164626456161,0.0203038353791
5640,1139.796875,-1319.0078125,400.126586914,1.37688033563,3.99890034307,-0.392145576972,4.24744412159
5641,1139.6583317,-1259.74518678,0.0,0.0,0.0,0.0,0.0
5642,1139.5073825,-1399.99942357,472.680682946,1.18823496521,3.5663943912,-1.69655859676,4.12424324675
5643,1139.40725959,-1172.31571926,346.496345794,0.125601223651,2.07292537018,0.52624267825,2.14236472481
5644,1139.3125,-1357.3125,425.616455078,1.36739971401,3.81955847198,-1.14987773005,4.21675558846
5645,1139.3125,-1366.4140625,440.103637695,1.37562769591,3.79034776683,-1.28602287274,4.23236843629
5646,1139.3125,-1385.671875,458.412841797,1.25109701725,3.65877622781,-1.53151761954,4.15901832777
5647,1139.3125,-1411.2265625,486.065673828,1.09699396968,3.49990445199,-1.67614065679,4.03263864534
5648,1139.3125,-1416.421875,482.028808594,1.09472516172,3.44610500983,-1.82004511771,4.04803991445
5649,1139.18359375,-596.1953125,401.994628906,-0.041954879882,-0.10842293943,-0.0374067015339,0.122127012
5650,1139.18359375,-983.9609375,311.827880859,0.592618433168,1.6412576883,0.754201139489,1.90098468314
5651,1138.44511198,-1613.6171875,0.0,0.0,0.0,0.0,0.0
5652,1138.42529708,-994.088379015,163.196626651,-0.00466920624798,0.0352258126635,-0.0686407908553,0.0772930626514
5653,1137.98764678,-796.073877772,325.864893705,-0.0442915666849,-0.0791640660183,-0.0384397117278,0.0985205748342
5654,1137.91875461,-1338.13343865,353.412426177,0.739478053954,2.95165557499,-0.725601653444,3.12819375761
5655,1137.85258193,-1380.23407964,228.414849738,0.0680279969246,0.463877291071,-0.353118364003,0.586943377621
5656,1137.70139388,-1064.8359375,334.791358968,0.478595125416,1.85528775961,0.347644685129,1.94730654806
5657,1137.40727448,-1148.52105222,0.0,0.0,0.0,0.0,0.0
5658,1137.19135795,-898.102586408,284.785819504,-0.0342635293215,-0.0455602335556,-0.0430253667431,0.071420630819
5659,1136.9300455,-23.4776015638,599.866959116,-0.0201546669853,-0.0012098928552,-0.314918137852,0.31556474453
5660,1136.42578125,-1317.0859375,399.097900391,1.44889593723,4.14131274587,-0.408139834179,4.40639862249
5661,1136.36960424,-72.7062388339,0.0,0.0,0.0,0.0,0.0
5662,1136.10045883,-1448.99987933,472.651963167,0.887631533755,3.20413981973,-2.05975603747,3.91113751459
5663,1135.98882386,0.0,577.82721771,-0.0177792500265,0.0,-0.322061010858,0.322551385746
5664,1135.70443856,-416.08985345,0.0,0.0,0.0,0.0,0.0
5665,1135.53587577,-1039.39892482,103.162645708,0.00591031817859,0.0561489788265,-0.0619829914766,0.0838422978968
5666,1135.4786906,-1556.5984287,292.334624982,0.0327859371703,0.275804037995,-0.331151141161,0.432208125031
5667,1135.35799338,-1317.54689741,348.761855042,0.727837030214,3.04921536961,-0.434937122687,3.16490622507
5668,1135.17901518,-1613.6171875,303.792935098,0.0339104926072,0.0,-0.528321199029,0.529408359258
5669,1135.12583912,0.0,70.8334920268,-0.00467423980062,0.0,-0.0429015324069,0.0431554168161
5670,1135.03491413,-1426.42015642,510.603123227,0.99813875811,3.31266600561,-1.84168130624,3.91941667585
5671,1134.8671875,-618.703125,390.559936523,-0.0453911180528,-0.111905975107,-0.0270606000683,0.123756118793
5672,1134.8671875,-634.703125,390.311523438,-0.0460487920251,-0.115907433044,-0.030362364996,0.128362367889
5673,1134.8671875,-834.7265625,316.198730469,-0.0412842159141,-0.0676202251866,-0.0390405850709,0.0883235451089
5674,1134.86523438,-748.19921875,344.794311523,-0.0470089693513,-0.0947134886527,-0.0374988137905,0.112190236509
5675,1134.59113489,-954.965839513,35.9874359863,-0.0124442167338,0.000599180885527,-0.0264663691676,0.0292521152187
5676,1134.28857089,-725.249382612,352.35071214,-0.0475138027275,-0.100548958339,-0.0363611041813,0.117003351961
5677,1134.1485669,-1090.83287971,36.4011281628,0.00608829673498,0.055659977724,-0.0314886823315,0.0642389102674
5678,1133.81188351,-905.687069893,303.246050979,0.0987363527075,0.387679116102,0.619682792842,0.737597944786
5679,1133.60022214,-1465.0297483,63.6224500138,0.0108943685693,0.0284364538177,-0.0675030358492,0.0740538926803
5680,1133.3693356,-468.088618628,455.599406202,-0.034208558902,-0.0957205860961,-0.113399725232,0.152289703485
5681,1133.23828125,-1421.6171875,499.357910156,1.08821389117,3.47377249406,-1.92667831999,4.11866412349
5682,1133.15192398,0.0,528.444479242,-0.0130840910378,0.0,-0.329148373692,0.329408326158
5683,1133.12109375,-208.9140625,595.411010742,-0.0187892965684,-0.00691572459848,-0.280952747194,0.281665246468
5684,1133.12109375,-225.2890625,601.336547852,-0.0193057031283,-0.00598594551984,-0.268320418142,0.2690806357
5685,1133.12109375,-248.3984375,597.232421875,-0.0197585136173,-0.00913134393742,-0.257045767896,0.257965709147
5686,1133.12109375,-259.34375,597.16784668,-0.0202014092675,-0.0108823548827,-0.247761396152,0.248821687172
5687,1133.12109375,-279.2109375,591.637084961,-0.0204521758135,-0.0142164933374,-0.239423819941,0.240715944079
5688,1133.12109375,-290.7578125,588.641967773,-0.0218494853279,-0.0176157271924,-0.230246387571,0.231950668986
5689,1133.12109375,-322.53125,565.26550293,-0.0201145688243,-0.0267791006218,-0.230385054264,0.232806763942
5690,1133.12109375,-336.375,553.875976563,-0.0202450029451,-0.0326644595924,-0.225822392831,0.229068941956
5691,1133.12109375,-353.34375,545.37512207,-0.0216242170173,-0.0390473280214,-0.211597704603,0.216254223497
5692,1133.12109375,-402.4453125,511.687744141,-0.0253932467333,-0.0607546207363,-0.178003500679,0.189792484504
5693,1133.12109375,-428.015625,496.070678711,-0.0288874443302,-0.0729815376549,-0.153438373692,0.172348843338
5694,1133.12109375,-584.0390625,402.674804688,-0.0413528662819,-0.109587719118,-0.0408615624629,0.124053194308
5695,1133.12109375,-590.1171875,401.907226563,-0.0416898404561,-0.109334914102,-0.0377695216918,0.122958135183
5696,1133.12109375,-1294.359375,373.14440918,1.2079186317,3.96017035953,0.0497567848282,4.14059083162
5697,1132.79596664,-881.147406382,303.18633128,-0.0355399843981,-0.0532589353751,-0.0411027999742,0.0760857730067
5698,1132.52821422,-1411.82156082,0.0,0.0,0.0,0.0,0.0
5699,1132.09670738,-984.275384562,283.504153474,0.370983145258,1.39364678366,0.489233410064,1.52290156648
5700,1131.31206198,-90.2065684565,595.839301404,-0.0190669553917,-0.00402897630613,-0.313384868898,0.313990218784
5701,1131.26014071,-305.660213447,574.156623709,-0.0194621761073,-0.021210605893,-0.238408571448,0.240140194556
5702,1131.21957218,-1264.109375,360.861629903,0.65704776949,3.36962748636,0.647004679588,3.49352489953
5703,1131.11869487,-1353.21687793,323.710367836,0.451077910871,1.99759705242,-0.627166042716,2.14177555095
5704,1130.76742684,-215.728727634,0.0,0.0,0.0,0.0,0.0
5705,1130.74257456,-449.480783179,479.696999287,-0.032399848415,-0.0850778927217,-0.129402030806,0.158217835859
5706,1130.57559965,-702.8129068,298.620548372,-0.0477295374203,-0.096638604537,-0.0402731643683,0.115061098541
5707,1130.24479851,-1344.16149012,414.856545227,1.44950506453,4.02922677917,-0.974921060025,4.39160613481
5708,1129.95055773,0.0,204.965068526,-0.0112798930218,0.0,-0.14328040423,0.143723728809
5709,1129.87135037,-1399.29845428,189.618159125,0.0470128262539,0.263557963088,-0.264038114577,0.376017461947
5710,1129.77739985,-768.299295264,329.012651912,-0.0447938822197,-0.086655796836,-0.0387444524928,0.104961190964
5711,1129.6875,-1315.15625,397.543334961,1.48240199151,4.22887995331,-0.413437303057,4.50020796491
5712,1129.51642051,-1224.31332105,0.0,0.0,0.0,0.0,0.0
5713,1129.2169475,-1482.19807102,29.390866517,0.00395772205495,0.00856491334825,-0.0258779296997,0.0275443015898
5714,1129.05851216,-544.835438299,431.696994726,-0.0327907329453,-0.100953943863,-0.0557260118588,0.119884608463
5715,1129.01507727,-1145.57909856,346.693488862,0.250579263054,2.14116305175,0.455571525054,2.20338707351
5716,1128.79863129,-1057.61739331,114.262462539,0.0243099659077,0.258001873834,-0.197504621293,0.325828201322
5717,1128.7890625,-613.375,393.43347168,-0.0457734870253,-0.119166675224,-0.0129618120213,0.128311796688
